timestamp,volume_transaction,avg_value_transactions,max_value_transactions,min_value_transactions
01.01.2023 07:38,6.7,3.8,5.8,1.7
01.01.2023 07:38,6.0,2.9,4.13,1.5
01.01.2023 07:38,5.7,2.6,3.5,1.0
01.01.2023 07:38,5.5,2.4,3.8,1.1
01.01.2023 07:38,5.5,2.4,3.7,1.0
01.01.2023 07:38,5.8,2.7,3.9,1.2
01.01.2023 07:38,6.8,2.7,5.9,1.6
01.01.2023 07:38,5.12,3.0,4.5,1.5
01.01.2023 07:38,6.0,3.4,4.5,1.6
01.01.2023 07:38,6.7,3.1,4.7,1.5
01.01.2023 07:38,6.3,2.11,4.4,1.3
01.01.2023 07:39,5.6,3.8,4.1,1.3
01.01.2023 07:39,5.5,2.21,4.0,1.3
01.01.2023 07:39,5.5,2.22,4.4,1.2
01.01.2023 07:39,6.9,3.8,4.6,1.4
01.01.2023 07:39,5.8,2.6,4.0,1.2
01.01.2023 07:39,5.0,2.3,3.11,1.0
01.01.2023 07:39,5.6,2.7,4.2,1.3
01.01.2023 07:39,5.7,3.8,4.2,1.2
01.01.2023 07:39,5.7,2.9,4.2,1.3
01.01.2023 07:39,6.10,2.9,4.3,1.3
01.01.2023 07:39,5.97,2.5,3.8,1.1
01.01.2023 07:39,5.103,2.8,4.9,1.3
01.01.2023 07:39,6.11,3.11,6.8,2.13
01.01.2023 07:39,5.16,2.15,5.1,1.17
01.01.2023 07:39,7.9,3.8,5.9,2.9
01.01.2023 07:39,6.35,2.17,5.6,1.16
01.01.2023 07:39,6.37,3.0,5.8,2.14
01.01.2023 07:39,7.14,3.0,6.14,2.15
01.01.2023 07:39,4.17,2.5,4.13,1.7
01.01.2023 07:39,7.11,2.9,6.11,1.8
01.01.2023 07:39,6.15,2.5,5.16,1.8
01.01.2023 07:39,7.10,3.58,6.9,2.75
01.01.2023 07:39,6.5,3.62,5.1,2.80
01.01.2023 07:39,6.4,2.15,5.3,1.17
01.01.2023 07:39,6.8,3.8,5.5,2.1
01.01.2023 07:39,5.23,2.53,5.0,2.0
01.01.2023 07:39,5.24,2.56,5.1,2.4
01.01.2023 07:39,6.20,3.2,5.3,2.3
01.01.2023 07:39,6.21,3.0,5.5,1.16
01.01.2023 07:39,7.7,3.8,6.39,2.18
01.01.2023 07:40,7.7,2.58,6.41,2.19
01.01.2023 07:40,6.144,2.62,5.112,1.13
01.01.2023 07:40,6.153,3.10,5.119,2.3
01.01.2023 07:40,5.14,2.8,4.17,2.0
01.01.2023 07:40,7.15,2.8,6.15,2.0
01.01.2023 07:40,6.67,2.7,4.17,1.16
01.01.2023 07:40,6.71,3.13,5.15,2.9
01.01.2023 07:40,7.10,3.14,6.8,1.8
01.01.2023 07:40,6.2,2.16,4.24,1.8
01.01.2023 07:40,6.1,3.8,4.25,1.8
01.01.2023 07:40,6.4,2.16,5.38,2.9
01.01.2023 07:40,7.2,3.8,5.40,1.54
01.01.2023 07:40,7.4,2.16,6.49,1.57
01.01.2023 07:40,7.9,3.16,6.52,2.32
01.01.2023 07:40,6.4,2.8,5.6,2.34
01.01.2023 07:40,6.3,2.8,5.1,1.11
01.01.2023 07:40,6.1,2.6,5.6,1.12
01.01.2023 07:40,7.15,3.0,6.9,2.19
01.01.2023 07:40,6.3,3.4,5.10,2.20
01.01.2023 07:40,6.4,3.1,5.11,1.8
01.01.2023 07:40,6.0,3.0,4.16,1.8
01.01.2023 07:40,6.9,3.1,5.4,2.1
01.01.2023 07:40,6.7,3.1,5.6,2.4
01.01.2023 07:40,6.9,3.1,5.1,2.3
01.01.2023 07:40,5.16,2.15,5.1,1.17
01.01.2023 07:40,6.8,3.2,5.9,2.3
01.01.2023 07:40,6.7,3.3,5.7,2.5
01.01.2023 07:40,6.7,3.0,5.2,2.3
01.01.2023 07:41,6.3,2.13,5.0,1.17
01.01.2023 07:41,6.5,3.0,5.2,2.48
01.01.2023 07:41,6.2,3.4,5.4,2.51
01.01.2023 07:41,5.119,3.0,5.1,1.16
01.01.2023 07:41,5.127,3.5,1.4,0.2
01.01.2023 07:41,4.9,3.0,1.4,0.2
01.01.2023 07:41,4.7,3.2,1.3,0.2
01.01.2023 07:41,4.6,3.1,1.5,0.2
01.01.2023 07:41,5.64,3.6,1.4,0.2
01.01.2023 07:41,5.68,3.9,1.7,0.4
01.01.2023 07:41,4.14,3.4,1.4,0.3
01.01.2023 07:41,5.8,3.4,1.5,0.2
01.01.2023 07:41,4.84,2.17,1.4,0.2
01.01.2023 07:41,4.89,3.1,1.5,0.1
01.01.2023 07:41,5.12,3.7,1.5,0.2
01.01.2023 07:41,4.8,3.4,1.6,0.2
01.01.2023 07:41,4.8,3.0,1.4,0.1
01.01.2023 07:41,4.3,3.0,1.1,0.1
01.01.2023 07:41,5.8,4.64,1.2,0.2
01.01.2023 07:41,5.7,4.68,1.5,0.4
01.01.2023 07:41,5.4,3.9,1.3,0.4
01.01.2023 07:41,5.1,3.5,1.4,0.3
01.01.2023 07:41,5.7,3.8,1.7,0.3
01.01.2023 07:41,5.1,3.8,1.5,0.3
01.01.2023 07:41,5.4,3.4,1.7,0.2
01.01.2023 07:41,5.1,3.7,1.5,0.4
01.01.2023 07:41,4.14,3.6,1.0,0.2
01.01.2023 07:41,5.9,3.3,1.7,0.5
01.01.2023 07:41,4.16,3.4,1.9,0.2
01.01.2023 07:41,5.0,3.0,1.6,0.2
01.01.2023 07:41,5.0,3.4,1.6,0.4
01.01.2023 07:42,5.2,3.5,1.5,0.2
01.01.2023 07:42,5.2,3.4,1.4,0.2
01.01.2023 07:42,4.23,3.2,1.6,0.2
01.01.2023 07:42,4.24,3.1,1.6,0.2
01.01.2023 07:42,5.4,3.4,1.5,0.4
01.01.2023 07:42,5.2,4.17,1.5,0.1
01.01.2023 07:42,5.5,4.18,1.4,0.2
01.01.2023 07:42,4.17,3.1,1.5,0.1
01.01.2023 07:42,5.80,3.2,1.2,0.2
01.01.2023 07:42,5.85,3.5,1.3,0.2
01.01.2023 07:42,4.71,3.1,1.5,0.1
01.01.2023 07:42,4.76,3.0,1.3,0.2
01.01.2023 07:42,5.15,3.4,1.5,0.2
01.01.2023 07:42,5.16,3.5,1.3,0.3
01.01.2023 07:42,4.11,2.11,1.3,0.3
01.01.2023 07:42,4.12,3.2,1.3,0.2
01.01.2023 07:42,5.16,3.5,1.6,0.6
01.01.2023 07:42,5.17,3.8,1.9,0.4
01.01.2023 07:42,4.16,3.0,1.4,0.3
01.01.2023 07:42,5.9,3.8,1.6,0.2
01.01.2023 07:42,4.14,3.2,1.4,0.2
01.01.2023 07:42,5.45,3.7,1.5,0.2
01.01.2023 07:42,5.48,3.3,1.4,0.2
01.01.2023 07:42,7.8,3.2,4.7,1.4
01.01.2023 07:42,6.84,3.2,4.5,1.5
01.01.2023 07:42,6.89,3.1,4.9,1.5
01.01.2023 07:42,5.13,2.3,4.0,1.3
01.01.2023 07:43,6.13,2.8,4.6,1.5
01.01.2023 07:43,5.15,2.8,4.5,1.3
01.01.2023 07:43,6.11,3.11,4.7,1.6
01.01.2023 07:43,4.17,2.4,3.11,1.0
01.01.2023 07:43,6.14,2.9,4.14,1.3
01.01.2023 07:43,5.2,2.7,3.55,1.4
01.01.2023 07:43,5.0,2.0,3.59,1.0
01.01.2023 07:43,5.9,3.8,4.2,1.5
01.01.2023 07:43,6.16,2.2,4.0,1.0
01.01.2023 07:43,6.17,2.9,4.7,1.4
01.01.2023 07:43,5.14,2.9,3.14,1.3
01.01.2023 07:43,6.15,3.15,4.4,1.4
01.01.2023 07:43,5.38,3.16,4.5,1.5
01.01.2023 07:43,5.40,2.7,4.1,1.0
01.01.2023 07:43,6.10,2.2,4.5,1.5
01.01.2023 07:43,5.54,2.5,3.17,1.1
01.01.2023 07:43,5.57,3.10,4.8,1.8
01.01.2023 07:43,6.1,2.8,4.0,1.3
01.01.2023 07:43,6.3,2.5,4.9,1.5
01.01.2023 07:43,6.1,2.8,4.7,1.2
01.01.2023 07:43,6.4,2.9,4.3,1.3
01.01.2023 07:43,6.6,3.8,4.4,1.4
01.01.2023 07:43,6.8,2.16,4.8,1.4
01.01.2023 07:43,6.7,3.8,5.8,1.7
01.01.2023 07:43,6.0,2.9,4.13,1.5
01.01.2023 07:43,5.7,2.6,3.5,1.0
01.01.2023 07:43,5.5,2.4,3.8,1.1
01.01.2023 07:43,5.5,2.4,3.7,1.0
01.01.2023 07:43,5.8,2.7,3.9,1.2
01.01.2023 07:43,6.8,2.7,5.9,1.6
01.01.2023 07:43,5.12,3.0,4.5,1.5
01.01.2023 07:43,6.0,3.4,4.5,1.6
01.01.2023 07:43,6.7,3.1,4.7,1.5
01.01.2023 07:43,6.3,2.11,4.4,1.3
01.01.2023 07:44,5.6,3.8,4.1,1.3
01.01.2023 07:44,5.5,2.21,4.0,1.3
01.01.2023 07:44,5.5,2.22,4.4,1.2
01.01.2023 07:44,6.9,3.8,4.6,1.4
01.01.2023 07:44,5.8,2.6,4.0,1.2
01.01.2023 07:44,5.0,2.3,3.11,1.0
01.01.2023 07:44,5.6,2.7,4.2,1.3
01.01.2023 07:44,5.7,3.8,4.2,1.2
01.01.2023 07:44,5.7,2.9,4.2,1.3
01.01.2023 07:44,6.10,2.9,4.3,1.3
01.01.2023 07:44,5.97,2.5,3.8,1.1
01.01.2023 07:44,5.103,2.8,4.9,1.3
01.01.2023 07:44,6.11,3.11,6.8,2.13
01.01.2023 07:44,5.16,2.15,5.1,1.17
01.01.2023 07:44,7.9,3.8,5.9,2.9
01.01.2023 07:44,6.35,2.17,5.6,1.16
01.01.2023 07:44,6.37,3.0,5.8,2.14
01.01.2023 07:44,7.14,3.0,6.14,2.15
01.01.2023 07:44,4.17,2.5,4.13,1.7
01.01.2023 07:44,7.11,2.9,6.11,1.8
01.01.2023 07:44,6.15,2.5,5.16,1.8
01.01.2023 07:44,7.10,3.58,6.9,2.75
01.01.2023 07:44,6.5,3.62,5.1,2.80
01.01.2023 07:44,6.4,2.15,5.3,1.17
01.01.2023 07:44,6.8,3.8,5.5,2.1
01.01.2023 07:44,5.23,2.53,5.0,2.0
01.01.2023 07:44,5.24,2.56,5.1,2.4
01.01.2023 07:44,6.20,3.2,5.3,2.3
01.01.2023 07:45,6.21,3.0,5.5,1.16
01.01.2023 07:45,7.7,3.8,6.39,2.18
01.01.2023 07:45,7.7,2.58,6.41,2.19
01.01.2023 07:45,6.144,2.62,5.112,1.13
01.01.2023 07:45,6.153,3.10,5.119,2.3
01.01.2023 07:45,5.14,2.8,4.17,2.0
01.01.2023 07:45,7.15,2.8,6.15,2.0
01.01.2023 07:45,6.67,2.7,4.17,1.16
01.01.2023 07:45,6.71,3.13,5.15,2.9
01.01.2023 07:45,7.10,3.14,6.8,1.8
01.01.2023 07:45,6.2,2.16,4.24,1.8
01.01.2023 07:45,6.1,3.8,4.25,1.8
01.01.2023 07:45,6.4,2.16,5.38,2.9
01.01.2023 07:45,7.2,3.8,5.40,1.54
01.01.2023 07:45,7.4,2.16,6.49,1.57
01.01.2023 07:45,7.9,3.16,6.52,2.32
01.01.2023 07:45,6.4,2.8,5.6,2.34
01.01.2023 07:45,6.3,2.8,5.1,1.11
01.01.2023 07:45,6.1,2.6,5.6,1.12
01.01.2023 07:45,7.15,3.0,6.9,2.19
01.01.2023 07:45,6.3,3.4,5.10,2.20
01.01.2023 07:45,6.4,3.1,5.11,1.8
01.01.2023 07:45,6.0,3.0,4.16,1.8
01.01.2023 07:45,6.9,3.1,5.4,2.1
01.01.2023 07:45,6.7,3.1,5.6,2.4
01.01.2023 07:45,6.9,3.1,5.1,2.3
01.01.2023 07:46,5.16,2.15,5.1,1.17
01.01.2023 07:46,6.8,3.2,5.9,2.3
01.01.2023 07:46,6.7,3.3,5.7,2.5
01.01.2023 07:46,6.7,3.0,5.2,2.3
01.01.2023 07:46,6.3,2.13,5.0,1.17
01.01.2023 07:46,6.5,3.0,5.2,2.48
01.01.2023 07:46,6.2,3.4,5.4,2.51
01.01.2023 07:46,5.119,3.0,5.1,1.16
01.01.2023 07:46,5.127,3.5,1.4,0.2
01.01.2023 07:46,4.9,3.0,1.4,0.2
01.01.2023 07:46,4.7,3.2,1.3,0.2
01.01.2023 07:46,4.6,3.1,1.5,0.2
01.01.2023 07:46,5.64,3.6,1.4,0.2
01.01.2023 07:46,5.68,3.9,1.7,0.4
01.01.2023 07:46,4.14,3.4,1.4,0.3
01.01.2023 07:46,5.8,3.4,1.5,0.2
01.01.2023 07:46,4.84,2.17,1.4,0.2
01.01.2023 07:46,4.89,3.1,1.5,0.1
01.01.2023 07:46,5.12,3.7,1.5,0.2
01.01.2023 07:46,4.8,3.4,1.6,0.2
01.01.2023 07:46,4.8,3.0,1.4,0.1
01.01.2023 07:46,4.3,3.0,1.1,0.1
01.01.2023 07:46,5.8,4.64,1.2,0.2
01.01.2023 07:46,5.7,4.68,1.5,0.4
01.01.2023 07:46,5.4,3.9,1.3,0.4
01.01.2023 07:46,5.1,3.5,1.4,0.3
01.01.2023 07:46,5.7,3.8,1.7,0.3
01.01.2023 07:46,5.1,3.8,1.5,0.3
01.01.2023 07:46,5.4,3.4,1.7,0.2
01.01.2023 07:46,5.1,3.7,1.5,0.4
01.01.2023 07:46,4.14,3.6,1.0,0.2
01.01.2023 07:46,5.9,3.3,1.7,0.5
01.01.2023 07:46,4.16,3.4,1.9,0.2
01.01.2023 07:46,5.0,3.0,1.6,0.2
01.01.2023 07:47,5.0,3.4,1.6,0.4
01.01.2023 07:47,5.2,3.5,1.5,0.2
01.01.2023 07:47,5.2,3.4,1.4,0.2
01.01.2023 07:47,4.23,3.2,1.6,0.2
01.01.2023 07:47,4.24,3.1,1.6,0.2
01.01.2023 07:47,5.4,3.4,1.5,0.4
01.01.2023 07:47,5.2,4.17,1.5,0.1
01.01.2023 07:47,5.5,4.18,1.4,0.2
01.01.2023 07:47,4.17,3.1,1.5,0.1
01.01.2023 07:47,5.80,3.2,1.2,0.2
01.01.2023 07:47,5.85,3.5,1.3,0.2
01.01.2023 07:47,4.71,3.1,1.5,0.1
01.01.2023 07:47,4.76,3.0,1.3,0.2
01.01.2023 07:47,5.15,3.4,1.5,0.2
01.01.2023 07:47,5.16,3.5,1.3,0.3
01.01.2023 07:47,4.11,2.11,1.3,0.3
01.01.2023 07:47,4.12,3.2,1.3,0.2
01.01.2023 07:47,5.16,3.5,1.6,0.6
01.01.2023 07:47,5.17,3.8,1.9,0.4
01.01.2023 07:47,4.16,3.0,1.4,0.3
01.01.2023 07:47,5.9,3.8,1.6,0.2
01.01.2023 07:47,4.14,3.2,1.4,0.2
01.01.2023 07:47,5.45,3.7,1.5,0.2
01.01.2023 07:47,5.48,3.3,1.4,0.2
01.01.2023 07:47,7.8,3.2,4.7,1.4
01.01.2023 07:47,6.84,3.2,4.5,1.5
01.01.2023 07:47,6.89,3.1,4.9,1.5
01.01.2023 07:47,5.13,2.3,4.0,1.3
01.01.2023 07:47,6.13,2.8,4.6,1.5
01.01.2023 07:47,5.15,2.8,4.5,1.3
01.01.2023 07:48,6.11,3.11,4.7,1.6
01.01.2023 07:48,4.17,2.4,3.11,1.0
01.01.2023 07:48,6.14,2.9,4.14,1.3
01.01.2023 07:48,5.2,2.7,3.55,1.4
01.01.2023 07:48,5.0,2.0,3.59,1.0
01.01.2023 07:48,5.9,3.8,4.2,1.5
01.01.2023 07:48,6.16,2.2,4.0,1.0
01.01.2023 07:48,6.17,2.9,4.7,1.4
01.01.2023 07:48,5.14,2.9,3.14,1.3
01.01.2023 07:48,6.15,3.15,4.4,1.4
01.01.2023 07:48,5.38,3.16,4.5,1.5
01.01.2023 07:48,5.40,2.7,4.1,1.0
01.01.2023 07:48,6.10,2.2,4.5,1.5
01.01.2023 07:48,5.54,2.5,3.17,1.1
01.01.2023 07:48,5.57,3.10,4.8,1.8
01.01.2023 07:48,6.1,2.8,4.0,1.3
01.01.2023 07:48,6.3,2.5,4.9,1.5
01.01.2023 07:48,6.1,2.8,4.7,1.2
01.01.2023 07:48,6.4,2.9,4.3,1.3
01.01.2023 07:48,6.6,3.8,4.4,1.4
01.01.2023 07:48,6.8,2.16,4.8,1.4
01.01.2023 07:48,6.7,3.8,5.8,1.7
01.01.2023 07:48,6.0,2.9,4.13,1.5
01.01.2023 07:48,5.7,2.6,3.5,1.0
01.01.2023 07:48,5.5,2.4,3.8,1.1
01.01.2023 07:48,5.5,2.4,3.7,1.0
01.01.2023 07:48,5.8,2.7,3.9,1.2
01.01.2023 07:48,6.8,2.7,5.9,1.6
01.01.2023 07:48,5.12,3.0,4.5,1.5
01.01.2023 07:48,6.0,3.4,4.5,1.6
01.01.2023 07:48,6.7,3.1,4.7,1.5
01.01.2023 07:48,6.3,2.11,4.4,1.3
01.01.2023 07:48,5.6,3.8,4.1,1.3
01.01.2023 07:48,5.5,2.21,4.0,1.3
01.01.2023 07:48,5.5,2.22,4.4,1.2
01.01.2023 07:48,6.9,3.8,4.6,1.4
01.01.2023 07:48,5.8,2.6,4.0,1.2
01.01.2023 07:49,5.0,2.3,3.11,1.0
01.01.2023 07:49,5.6,2.7,4.2,1.3
01.01.2023 07:49,5.7,3.8,4.2,1.2
01.01.2023 07:49,5.7,2.9,4.2,1.3
01.01.2023 07:49,6.10,2.9,4.3,1.3
01.01.2023 07:49,5.97,2.5,3.8,1.1
01.01.2023 07:49,5.103,2.8,4.9,1.3
01.01.2023 07:49,6.11,3.11,6.8,2.13
01.01.2023 07:49,5.16,2.15,5.1,1.17
01.01.2023 07:49,7.9,3.8,5.9,2.9
01.01.2023 07:49,6.35,2.17,5.6,1.16
01.01.2023 07:49,6.37,3.0,5.8,2.14
01.01.2023 07:49,7.14,3.0,6.14,2.15
01.01.2023 07:49,4.17,2.5,4.13,1.7
01.01.2023 07:49,7.11,2.9,6.11,1.8
01.01.2023 07:49,6.15,2.5,5.16,1.8
01.01.2023 07:49,7.10,3.58,6.9,2.75
01.01.2023 07:49,6.5,3.62,5.1,2.80
01.01.2023 07:49,6.4,2.15,5.3,1.17
01.01.2023 07:49,6.8,3.8,5.5,2.1
01.01.2023 07:49,5.23,2.53,5.0,2.0
01.01.2023 07:49,5.24,2.56,5.1,2.4
01.01.2023 07:49,6.20,3.2,5.3,2.3
01.01.2023 07:49,6.21,3.0,5.5,1.16
01.01.2023 07:49,7.7,3.8,6.39,2.18
01.01.2023 07:49,7.7,2.58,6.41,2.19
01.01.2023 07:49,6.144,2.62,5.112,1.13
01.01.2023 07:49,6.153,3.10,5.119,2.3
01.01.2023 07:49,5.14,2.8,4.17,2.0
01.01.2023 07:49,7.15,2.8,6.15,2.0
01.01.2023 07:50,6.67,2.7,4.17,1.16
01.01.2023 07:50,6.71,3.13,5.15,2.9
01.01.2023 07:50,7.10,3.14,6.8,1.8
01.01.2023 07:50,6.2,2.16,4.24,1.8
01.01.2023 07:50,6.1,3.8,4.25,1.8
01.01.2023 07:50,6.4,2.16,5.38,2.9
01.01.2023 07:50,7.2,3.8,5.40,1.54
01.01.2023 07:50,7.4,2.16,6.49,1.57
01.01.2023 07:50,7.9,3.16,6.52,2.32
01.01.2023 07:50,6.4,2.8,5.6,2.34
01.01.2023 07:50,6.3,2.8,5.1,1.11
01.01.2023 07:50,6.1,2.6,5.6,1.12
01.01.2023 07:50,7.15,3.0,6.9,2.19
01.01.2023 07:50,6.3,3.4,5.10,2.20
01.01.2023 07:50,6.4,3.1,5.11,1.8
01.01.2023 07:50,6.0,3.0,4.16,1.8
01.01.2023 07:50,6.9,3.1,5.4,2.1
01.01.2023 07:50,6.7,3.1,5.6,2.4
01.01.2023 07:50,6.9,3.1,5.1,2.3
01.01.2023 07:50,5.16,2.15,5.1,1.17
01.01.2023 07:50,6.8,3.2,5.9,2.3
01.01.2023 07:50,6.7,3.3,5.7,2.5
01.01.2023 07:50,6.7,3.0,5.2,2.3
01.01.2023 07:50,6.3,2.13,5.0,1.17
01.01.2023 07:50,6.5,3.0,5.2,2.48
01.01.2023 07:50,6.2,3.4,5.4,2.51
01.01.2023 07:51,5.119,3.0,5.1,1.16
01.01.2023 07:51,5.127,3.5,1.4,0.2
01.01.2023 07:51,4.9,3.0,1.4,0.2
01.01.2023 07:51,4.7,3.2,1.3,0.2
01.01.2023 07:51,4.6,3.1,1.5,0.2
01.01.2023 07:51,5.64,3.6,1.4,0.2
01.01.2023 07:51,5.68,3.9,1.7,0.4
01.01.2023 07:51,4.14,3.4,1.4,0.3
01.01.2023 07:51,5.8,3.4,1.5,0.2
01.01.2023 07:51,4.84,2.17,1.4,0.2
01.01.2023 07:51,4.89,3.1,1.5,0.1
01.01.2023 07:51,5.12,3.7,1.5,0.2
01.01.2023 07:51,4.8,3.4,1.6,0.2
01.01.2023 07:51,4.8,3.0,1.4,0.1
01.01.2023 07:51,4.3,3.0,1.1,0.1
01.01.2023 07:51,5.8,4.64,1.2,0.2
01.01.2023 07:51,5.7,4.68,1.5,0.4
01.01.2023 07:51,5.4,3.9,1.3,0.4
01.01.2023 07:51,5.1,3.5,1.4,0.3
01.01.2023 07:51,5.7,3.8,1.7,0.3
01.01.2023 07:51,5.1,3.8,1.5,0.3
01.01.2023 07:51,5.4,3.4,1.7,0.2
01.01.2023 07:51,5.1,3.7,1.5,0.4
01.01.2023 07:51,4.14,3.6,1.0,0.2
01.01.2023 07:51,5.9,3.3,1.7,0.5
01.01.2023 07:51,4.16,3.4,1.9,0.2
01.01.2023 07:51,5.0,3.0,1.6,0.2
01.01.2023 07:51,5.0,3.4,1.6,0.4
01.01.2023 07:51,5.2,3.5,1.5,0.2
01.01.2023 07:51,5.2,3.4,1.4,0.2
01.01.2023 07:51,4.23,3.2,1.6,0.2
01.01.2023 07:51,4.24,3.1,1.6,0.2
01.01.2023 07:51,5.4,3.4,1.5,0.4
01.01.2023 07:51,5.2,4.17,1.5,0.1
01.01.2023 07:52,5.5,4.18,1.4,0.2
01.01.2023 07:52,4.17,3.1,1.5,0.1
01.01.2023 07:52,5.80,3.2,1.2,0.2
01.01.2023 07:52,5.85,3.5,1.3,0.2
01.01.2023 07:52,4.71,3.1,1.5,0.1
01.01.2023 07:52,4.76,3.0,1.3,0.2
01.01.2023 07:52,5.15,3.4,1.5,0.2
01.01.2023 07:52,5.16,3.5,1.3,0.3
01.01.2023 07:52,4.11,2.11,1.3,0.3
01.01.2023 07:52,4.12,3.2,1.3,0.2
01.01.2023 07:52,5.16,3.5,1.6,0.6
01.01.2023 07:52,5.17,3.8,1.9,0.4
01.01.2023 07:52,4.16,3.0,1.4,0.3
01.01.2023 07:52,5.9,3.8,1.6,0.2
01.01.2023 07:52,4.14,3.2,1.4,0.2
01.01.2023 07:52,5.45,3.7,1.5,0.2
01.01.2023 07:52,5.48,3.3,1.4,0.2
01.01.2023 07:52,7.8,3.2,4.7,1.4
01.01.2023 07:52,6.84,3.2,4.5,1.5
01.01.2023 07:52,6.89,3.1,4.9,1.5
01.01.2023 07:52,5.13,2.3,4.0,1.3
01.01.2023 07:52,6.13,2.8,4.6,1.5
01.01.2023 07:52,5.15,2.8,4.5,1.3
01.01.2023 07:52,6.11,3.11,4.7,1.6
01.01.2023 07:52,4.17,2.4,3.11,1.0
01.01.2023 07:52,6.14,2.9,4.14,1.3
01.01.2023 07:52,5.2,2.7,3.55,1.4
01.01.2023 07:52,5.0,2.0,3.59,1.0
01.01.2023 07:52,5.9,3.8,4.2,1.5
01.01.2023 07:52,6.16,2.2,4.0,1.0
01.01.2023 07:52,6.17,2.9,4.7,1.4
01.01.2023 07:53,5.14,2.9,3.14,1.3
01.01.2023 07:53,6.15,3.15,4.4,1.4
01.01.2023 07:53,5.38,3.16,4.5,1.5
01.01.2023 07:53,5.40,2.7,4.1,1.0
01.01.2023 07:53,6.10,2.2,4.5,1.5
01.01.2023 07:53,5.54,2.5,3.17,1.1
01.01.2023 07:53,5.57,3.10,4.8,1.8
01.01.2023 07:53,6.1,2.8,4.0,1.3
01.01.2023 07:53,6.3,2.5,4.9,1.5
01.01.2023 07:53,6.1,2.8,4.7,1.2
01.01.2023 07:53,6.4,2.9,4.3,1.3
01.01.2023 07:53,6.6,3.8,4.4,1.4
01.01.2023 07:53,6.8,2.16,4.8,1.4
01.01.2023 07:53,6.7,3.8,5.8,1.7
01.01.2023 07:53,6.0,2.9,4.13,1.5
01.01.2023 07:53,5.7,2.6,3.5,1.0
01.01.2023 07:53,5.5,2.4,3.8,1.1
01.01.2023 07:53,5.5,2.4,3.7,1.0
01.01.2023 07:53,5.8,2.7,3.9,1.2
01.01.2023 07:53,6.8,2.7,5.9,1.6
01.01.2023 07:53,5.12,3.0,4.5,1.5
01.01.2023 07:53,6.0,3.4,4.5,1.6
01.01.2023 07:53,6.7,3.1,4.7,1.5
01.01.2023 07:53,6.3,2.11,4.4,1.3
01.01.2023 07:53,5.6,3.8,4.1,1.3
01.01.2023 07:53,5.5,2.21,4.0,1.3
01.01.2023 07:53,5.5,2.22,4.4,1.2
01.01.2023 07:53,6.9,3.8,4.6,1.4
01.01.2023 07:54,5.8,2.6,4.0,1.2
01.01.2023 07:54,5.0,2.3,3.11,1.0
01.01.2023 07:54,5.6,2.7,4.2,1.3
01.01.2023 07:54,5.7,3.8,4.2,1.2
01.01.2023 07:54,5.7,2.9,4.2,1.3
01.01.2023 07:54,6.10,2.9,4.3,1.3
01.01.2023 07:54,5.97,2.5,3.8,1.1
01.01.2023 07:54,5.103,2.8,4.9,1.3
01.01.2023 07:54,6.11,3.11,6.8,2.13
01.01.2023 07:54,5.16,2.15,5.1,1.17
01.01.2023 07:54,7.9,3.8,5.9,2.9
01.01.2023 07:54,6.35,2.17,5.6,1.16
01.01.2023 07:54,6.37,3.0,5.8,2.14
01.01.2023 07:54,7.14,3.0,6.14,2.15
01.01.2023 07:54,4.17,2.5,4.13,1.7
01.01.2023 07:54,7.11,2.9,6.11,1.8
01.01.2023 07:54,6.15,2.5,5.16,1.8
01.01.2023 07:54,7.10,3.58,6.9,2.75
01.01.2023 07:54,6.5,3.62,5.1,2.80
01.01.2023 07:54,6.4,2.15,5.3,1.17
01.01.2023 07:54,6.8,3.8,5.5,2.1
01.01.2023 07:54,5.23,2.53,5.0,2.0
01.01.2023 07:54,5.24,2.56,5.1,2.4
01.01.2023 07:54,6.20,3.2,5.3,2.3
01.01.2023 07:54,6.21,3.0,5.5,1.16
01.01.2023 07:54,7.7,3.8,6.39,2.18
01.01.2023 07:54,7.7,2.58,6.41,2.19
01.01.2023 07:54,6.144,2.62,5.112,1.13
01.01.2023 07:54,6.153,3.10,5.119,2.3
01.01.2023 07:54,5.14,2.8,4.17,2.0
01.01.2023 07:54,7.15,2.8,6.15,2.0
01.01.2023 07:54,6.67,2.7,4.17,1.16
01.01.2023 07:55,6.71,3.13,5.15,2.9
01.01.2023 07:55,7.10,3.14,6.8,1.8
01.01.2023 07:55,6.2,2.16,4.24,1.8
01.01.2023 07:55,6.1,3.8,4.25,1.8
01.01.2023 07:55,6.4,2.16,5.38,2.9
01.01.2023 07:55,7.2,3.8,5.40,1.54
01.01.2023 07:55,7.4,2.16,6.49,1.57
01.01.2023 07:55,7.9,3.16,6.52,2.32
01.01.2023 07:55,6.4,2.8,5.6,2.34
01.01.2023 07:55,6.3,2.8,5.1,1.11
01.01.2023 07:55,6.1,2.6,5.6,1.12
01.01.2023 07:55,7.15,3.0,6.9,2.19
01.01.2023 07:55,6.3,3.4,5.10,2.20
01.01.2023 07:55,6.4,3.1,5.11,1.8
01.01.2023 07:55,6.0,3.0,4.16,1.8
01.01.2023 07:55,6.9,3.1,5.4,2.1
01.01.2023 07:55,6.7,3.1,5.6,2.4
01.01.2023 07:55,6.9,3.1,5.1,2.3
01.01.2023 07:55,5.16,2.15,5.1,1.17
01.01.2023 07:55,6.8,3.2,5.9,2.3
